instance_id,n_nodes,optimal_tour_length,hybrid_tour_length,lk_tour_length,nn_tour_length,hybrid_gap_percent,hybrid_runtime_ms,lk_runtime_ms,coordinates
WH_0635,44,47.64,50.41,48.64,56.54,5.83,69.2,304.3,"[(39.0,18.9),(24.5,21.4),(54.8,21.0),(0.8,21.5),(1.3,7.3)...]"
WH_0636,73,60.92,64.05,62.2,72.31,5.15,46.7,333.6,"[(59.0,41.9),(99.3,0.1),(51.5,11.9),(17.9,17.3),(99.3,32.4)...]"
WH_0637,64,46.1,47.92,47.07,54.72,3.94,50.4,260.6,"[(8.7,36.5),(65.4,25.9),(34.3,35.9),(10.0,19.8),(75.7,37.9)...]"
WH_0638,48,41.1,43.83,41.96,48.78,6.64,48.8,293.0,"[(18.1,17.8),(77.7,24.5),(18.2,35.1),(71.7,22.8),(16.3,1.2)...]"
WH_0639,48,44.43,46.34,45.37,52.74,4.29,69.8,310.1,"[(46.0,0.7),(26.5,15.3),(100.0,36.8),(15.3,33.3),(82.5,50.0)...]"
WH_0640,59,41.24,43.49,42.1,48.95,5.46,48.9,245.1,"[(10.9,34.8),(20.2,38.8),(92.7,2.5),(50.8,2.6),(45.3,5.7)...]"
WH_0641,84,55.98,59.98,57.16,66.45,7.15,58.7,348.8,"[(6.0,19.4),(22.5,4.9),(81.7,38.4),(52.7,3.9),(60.5,13.7)...]"
WH_0642,60,52.14,54.1,53.23,61.89,3.76,52.0,254.0,"[(51.8,6.1),(81.8,45.5),(74.5,11.6),(40.1,47.1),(78.9,12.8)...]"
WH_0643,45,36.41,37.2,37.17,43.22,2.16,67.6,346.3,"[(96.0,38.3),(19.3,36.2),(22.8,23.8),(35.9,43.3),(67.9,17.1)...]"
WH_0644,61,41.7,43.6,42.57,49.5,4.57,57.8,304.2,"[(93.1,14.7),(50.3,20.5),(51.1,9.3),(90.8,44.3),(72.2,4.7)...]"
WH_0645,60,53.55,58.06,54.67,63.56,8.43,53.8,311.3,"[(76.5,5.6),(9.9,32.4),(87.7,30.9),(16.8,12.0),(65.8,35.9)...]"
WH_0646,42,36.62,37.92,37.38,43.46,3.56,71.8,276.7,"[(4.4,17.4),(92.9,30.4),(78.7,23.4),(66.5,44.6),(32.4,3.3)...]"
WH_0647,63,44.34,47.1,45.28,52.64,6.2,45.1,330.1,"[(14.8,47.0),(7.4,25.0),(42.1,48.8),(80.9,44.6),(43.9,4.9)...]"
WH_0648,61,55.81,56.93,56.98,66.25,2.0,69.9,304.7,"[(36.9,0.7),(72.3,25.6),(76.9,49.6),(54.8,49.2),(79.0,5.1)...]"
WH_0649,72,60.79,64.06,62.07,72.16,5.37,58.6,311.9,"[(74.2,1.8),(71.2,33.4),(68.7,45.4),(81.2,43.7),(34.0,3.7)...]"
WH_0650,86,63.99,67.92,65.34,75.96,6.13,50.1,301.9,"[(31.4,11.0),(85.2,26.1),(13.5,45.8),(80.3,13.3),(86.7,10.7)...]"
WH_0651,77,59.74,63.98,60.99,70.91,7.11,61.9,310.9,"[(6.4,45.8),(66.0,42.3),(79.6,13.2),(6.3,38.7),(84.8,41.4)...]"
WH_0652,60,43.45,45.76,44.37,51.58,5.32,53.7,321.6,"[(82.7,2.0),(35.4,23.6),(78.5,16.7),(20.7,18.5),(19.4,18.5)...]"
WH_0653,50,39.49,42.02,40.32,46.87,6.41,47.4,255.3,"[(54.3,2.9),(5.8,29.3),(30.8,24.6),(75.3,40.5),(32.6,39.0)...]"
WH_0654,87,53.1,54.16,54.21,63.03,2.0,49.2,340.0,"[(88.0,10.9),(69.2,24.7),(7.0,47.9),(99.2,9.0),(94.5,1.8)...]"
WH_0655,64,55.5,57.8,56.66,65.87,4.16,69.2,345.6,"[(20.9,36.6),(44.2,43.7),(73.0,42.6),(67.7,25.6),(95.6,31.1)...]"
WH_0656,64,55.37,60.36,56.54,65.73,9.0,70.0,223.1,"[(23.5,46.3),(18.3,20.3),(86.5,11.0),(24.3,10.5),(84.8,34.4)...]"
WH_0657,63,47.8,51.71,48.8,56.73,8.19,55.4,291.4,"[(22.0,38.2),(2.3,44.8),(7.3,1.7),(53.4,43.7),(73.0,39.6)...]"
WH_0658,66,53.83,55.32,54.96,63.9,2.77,62.7,252.7,"[(11.5,19.6),(53.9,32.6),(74.2,16.3),(88.8,23.5),(14.7,38.0)...]"
WH_0659,62,50.17,51.18,51.23,59.56,2.01,62.1,244.9,"[(19.8,28.4),(1.4,35.6),(84.3,48.3),(37.9,16.8),(86.4,21.5)...]"
WH_0660,57,47.98,52.24,48.99,56.95,8.88,52.8,319.9,"[(51.3,34.5),(71.7,30.5),(36.8,15.9),(41.1,31.9),(16.4,4.9)...]"
WH_0661,57,47.44,50.36,48.44,56.31,6.16,68.5,283.9,"[(90.4,8.7),(71.8,20.8),(19.5,18.8),(79.2,41.8),(98.9,6.0)...]"
WH_0662,63,51.74,54.33,52.83,61.42,5.0,45.8,271.9,"[(84.4,15.1),(79.1,14.1),(2.8,36.3),(92.2,25.4),(68.8,6.9)...]"
WH_0663,57,51.68,55.82,52.76,61.34,8.01,66.9,263.2,"[(54.2,19.9),(31.2,27.8),(17.1,40.0),(20.1,43.6),(46.7,12.2)...]"
WH_0664,55,42.45,44.88,43.34,50.39,5.72,47.7,347.3,"[(62.3,36.0),(43.6,29.0),(9.8,9.2),(64.8,47.4),(58.7,32.5)...]"
WH_0665,65,52.6,53.7,53.7,62.43,2.09,50.0,316.1,"[(6.1,10.1),(14.8,44.4),(36.5,27.7),(45.6,34.4),(95.1,20.1)...]"
WH_0666,60,45.3,47.81,46.26,53.78,5.54,62.7,238.7,"[(52.3,48.4),(89.6,1.3),(90.8,26.6),(29.7,11.3),(10.2,32.0)...]"
WH_0667,82,63.73,67.59,65.07,75.65,6.05,67.1,262.7,"[(72.0,5.9),(97.6,5.2),(98.5,5.6),(12.6,14.7),(76.9,0.1)...]"
WH_0668,42,35.5,37.11,36.24,42.14,4.55,57.4,306.2,"[(33.9,17.7),(35.7,39.0),(58.9,30.7),(18.2,21.3),(43.3,46.0)...]"
WH_0669,77,56.42,59.57,57.61,66.97,5.57,61.2,273.7,"[(37.2,12.7),(39.3,7.8),(83.7,14.3),(53.7,33.2),(58.8,24.2)...]"
WH_0670,78,49.06,52.61,50.09,58.23,7.24,56.0,249.5,"[(65.3,49.1),(96.0,13.3),(30.0,37.3),(20.1,21.3),(95.8,34.0)...]"
WH_0671,42,44.08,46.02,45.0,52.32,4.4,58.8,278.4,"[(1.7,35.3),(13.8,21.8),(45.3,11.7),(89.2,20.7),(32.1,29.6)...]"
WH_0672,59,46.63,49.02,47.61,55.35,5.14,66.5,226.9,"[(38.7,20.3),(12.7,6.2),(78.7,48.7),(24.0,0.1),(45.8,38.6)...]"
WH_0673,59,52.17,53.5,53.27,61.93,2.54,67.0,344.5,"[(31.9,7.8),(34.2,17.0),(10.5,44.5),(74.2,5.4),(77.8,43.3)...]"
WH_0674,47,38.04,40.44,38.84,45.16,6.3,71.8,297.7,"[(18.4,43.5),(91.0,27.9),(85.3,38.3),(97.9,9.0),(31.9,20.7)...]"
WH_0675,54,42.75,44.6,43.65,50.75,4.32,64.5,247.4,"[(29.9,5.4),(81.8,30.4),(4.8,45.8),(65.4,26.5),(15.9,14.6)...]"
WH_0676,50,42.66,43.51,43.55,50.64,2.0,64.2,259.9,"[(43.0,23.1),(51.9,46.4),(17.2,30.9),(47.7,29.1),(86.6,25.0)...]"
WH_0677,85,65.51,68.92,66.88,77.76,5.21,68.6,348.4,"[(58.1,39.2),(23.3,19.1),(56.2,31.4),(92.3,10.3),(77.1,2.8)...]"
WH_0678,75,46.61,48.62,47.59,55.33,4.3,53.2,304.6,"[(3.3,29.0),(8.3,8.8),(73.2,11.8),(3.9,2.7),(1.1,15.0)...]"
WH_0679,79,47.33,50.04,48.32,56.18,5.73,62.5,287.7,"[(91.0,32.2),(61.5,17.8),(47.2,22.9),(8.1,42.3),(14.5,27.1)...]"
WH_0680,72,53.39,54.46,54.51,63.38,2.0,62.5,315.7,"[(21.4,12.1),(58.1,16.1),(25.9,25.8),(16.5,5.9),(50.6,10.5)...]"
WH_0681,50,38.4,40.84,39.21,45.59,6.34,70.7,338.3,"[(28.5,22.5),(70.7,1.9),(65.4,19.5),(44.3,37.6),(34.1,32.7)...]"
WH_0682,57,51.3,55.05,52.38,60.89,7.32,57.1,343.7,"[(97.5,29.3),(45.5,14.5),(70.7,28.1),(96.2,25.2),(0.2,9.5)...]"
WH_0683,69,56.09,59.29,57.27,66.58,5.7,57.2,325.4,"[(61.1,32.4),(21.8,16.6),(31.2,22.9),(31.9,33.5),(27.6,29.0)...]"
WH_0684,49,46.46,47.86,47.44,55.15,3.02,55.1,231.4,"[(29.6,4.1),(83.7,19.3),(25.2,9.9),(57.4,1.9),(48.6,11.3)...]"
WH_0685,72,53.19,56.91,54.31,63.14,6.99,47.5,264.9,"[(40.3,9.4),(51.3,0.1),(25.0,4.6),(17.1,5.4),(76.2,28.5)...]"
WH_0686,61,43.16,45.26,44.07,51.23,4.86,63.5,262.5,"[(28.6,40.6),(32.6,39.7),(91.3,37.1),(7.0,44.4),(28.3,35.7)...]"
WH_0687,59,42.25,44.72,43.14,50.15,5.84,62.9,342.1,"[(7.4,7.1),(59.3,15.5),(98.1,1.1),(87.1,20.3),(70.3,4.6)...]"
WH_0688,72,56.9,62.02,58.1,67.54,9.0,53.9,275.5,"[(75.2,15.6),(51.1,29.1),(83.0,0.1),(70.2,36.7),(89.6,40.1)...]"
WH_0689,69,48.35,51.49,49.37,57.39,6.49,52.0,261.2,"[(4.5,48.5),(37.7,45.6),(87.0,47.9),(78.1,47.8),(80.8,40.0)...]"
WH_0690,59,44.73,46.89,45.67,53.1,4.81,64.6,288.8,"[(90.8,43.1),(9.4,36.3),(88.0,44.6),(30.4,49.2),(49.8,17.1)...]"
WH_0691,77,55.7,58.62,56.87,66.11,5.25,50.1,268.0,"[(12.2,16.9),(92.7,2.0),(58.8,26.9),(9.2,25.8),(38.3,21.7)...]"
WH_0692,51,41.7,43.72,42.57,49.49,4.84,50.7,345.5,"[(3.3,4.5),(91.4,20.3),(62.2,49.7),(58.8,10.6),(4.9,19.9)...]"
WH_0693,71,50.25,52.25,51.3,59.64,4.0,52.6,312.3,"[(26.4,11.9),(12.1,10.8),(79.7,1.1),(51.4,3.7),(59.0,35.6)...]"
WH_0694,71,47.14,50.07,48.13,55.96,6.22,53.0,224.7,"[(90.1,12.5),(68.0,2.9),(8.5,12.5),(89.9,31.0),(76.9,10.0)...]"
WH_0695,60,46.49,50.42,47.46,55.18,8.46,71.0,335.8,"[(77.1,13.3),(41.3,27.7),(4.9,8.4),(1.3,29.5),(95.6,28.1)...]"
WH_0696,67,51.71,54.25,52.8,61.38,4.92,52.0,274.2,"[(91.4,17.3),(91.1,31.2),(24.2,0.8),(94.6,45.4),(22.2,15.9)...]"
WH_0697,48,37.26,39.94,38.04,44.22,7.22,64.7,334.9,"[(27.2,40.5),(77.0,49.6),(61.9,48.7),(15.1,44.6),(56.8,28.3)...]"
WH_0698,75,51.29,52.96,52.37,60.88,3.24,53.1,231.5,"[(59.3,46.9),(76.6,5.4),(41.5,38.8),(35.0,27.5),(34.0,38.2)...]"
WH_0699,61,54.54,56.7,55.69,64.74,3.96,67.8,276.0,"[(50.6,8.7),(41.8,22.6),(9.9,19.1),(75.2,50.0),(6.6,35.6)...]"
WH_0700,57,53.16,55.99,54.28,63.1,5.33,48.8,225.4,"[(75.5,23.0),(77.7,29.9),(99.9,31.2),(34.7,42.0),(86.4,32.8)...]"
WH_0701,76,59.06,63.87,60.3,70.1,8.14,70.1,343.0,"[(96.7,32.6),(13.7,34.5),(60.8,37.4),(19.9,10.5),(16.8,14.8)...]"
WH_0702,55,41.81,44.23,42.69,49.63,5.78,60.4,287.0,"[(42.9,1.7),(7.0,13.9),(1.2,41.5),(70.5,22.7),(8.2,33.0)...]"
WH_0703,47,46.07,47.12,47.04,54.69,2.27,55.2,318.7,"[(45.4,5.5),(34.2,13.1),(5.3,25.2),(60.4,36.8),(51.7,17.4)...]"
WH_0704,45,40.22,42.27,41.07,47.75,5.08,50.4,325.4,"[(78.1,17.3),(33.8,32.0),(54.0,28.4),(20.7,43.9),(25.1,30.6)...]"
WH_0705,71,50.86,54.62,51.93,60.37,7.38,57.7,248.9,"[(12.7,16.1),(93.7,17.7),(16.8,32.6),(88.9,37.9),(16.8,16.5)...]"
WH_0706,48,39.37,41.78,40.2,46.73,6.12,48.2,254.9,"[(98.1,4.7),(41.3,30.4),(17.6,33.4),(73.9,6.6),(65.5,8.6)...]"
WH_0707,85,50.32,53.38,51.38,59.73,6.07,59.5,341.2,"[(93.2,19.6),(12.0,33.2),(61.6,15.6),(79.3,26.6),(92.2,8.8)...]"
WH_0708,42,36.57,39.26,37.34,43.41,7.33,63.2,313.4,"[(60.6,41.4),(85.9,18.1),(82.8,24.5),(67.2,7.2),(49.0,36.0)...]"
WH_0709,84,54.93,56.47,56.08,65.2,2.81,58.6,222.8,"[(98.0,45.2),(62.6,34.2),(45.9,27.7),(22.4,8.8),(3.9,47.5)...]"
WH_0710,66,46.44,47.8,47.41,55.12,2.94,51.3,261.0,"[(10.6,27.7),(32.5,29.2),(48.0,8.0),(69.4,49.2),(29.3,11.6)...]"
WH_0711,62,56.67,58.95,57.86,67.26,4.02,64.2,311.5,"[(81.1,20.5),(74.7,0.2),(27.0,0.5),(25.5,38.6),(90.6,47.3)...]"
WH_0712,57,45.87,46.84,46.84,54.45,2.11,62.5,312.4,"[(57.4,41.7),(95.2,49.2),(24.7,14.2),(56.9,24.2),(81.0,25.3)...]"
WH_0713,68,44.55,45.44,45.49,52.89,2.0,60.9,309.5,"[(53.3,41.7),(43.6,28.7),(1.9,3.6),(26.3,18.2),(67.0,0.2)...]"
WH_0714,63,42.52,44.29,43.41,50.47,4.18,71.8,340.8,"[(59.5,2.4),(27.8,11.4),(8.3,17.9),(73.2,42.7),(30.9,18.8)...]"
WH_0715,77,51.88,55.71,52.97,61.58,7.38,53.8,266.7,"[(15.0,29.1),(4.8,36.2),(61.8,45.5),(72.1,10.5),(47.5,14.0)...]"
WH_0716,65,49.37,50.8,50.4,58.6,2.9,65.5,235.9,"[(55.0,31.7),(59.2,33.4),(33.3,33.2),(55.8,2.9),(61.8,19.2)...]"
WH_0717,65,43.31,44.18,44.22,51.41,2.0,68.8,294.9,"[(94.6,35.2),(5.6,42.0),(31.3,10.5),(70.3,2.8),(71.7,49.5)...]"
WH_0718,59,47.97,50.0,48.97,56.94,4.23,47.5,242.0,"[(82.2,18.8),(99.8,22.2),(17.7,17.7),(6.3,13.3),(77.4,16.5)...]"
WH_0719,63,56.49,58.69,57.68,67.06,3.89,46.1,331.5,"[(69.4,12.3),(87.9,24.9),(1.2,10.4),(22.3,2.4),(35.8,25.7)...]"
WH_0720,67,52.58,56.18,53.69,62.42,6.83,48.8,251.5,"[(74.2,4.2),(8.1,16.5),(69.8,10.4),(45.3,50.0),(13.0,49.5)...]"
WH_0721,43,35.6,36.31,36.35,42.26,2.0,53.6,278.0,"[(90.7,48.0),(81.9,6.3),(95.0,22.0),(40.9,37.9),(44.0,8.0)...]"
WH_0722,47,43.79,45.5,44.71,51.97,3.91,53.5,223.0,"[(31.4,43.9),(87.1,28.9),(56.3,2.3),(31.0,1.1),(45.5,39.3)...]"
WH_0723,72,59.51,61.73,60.76,70.64,3.73,64.8,326.6,"[(35.2,34.4),(0.9,19.3),(86.5,38.7),(64.1,46.6),(97.9,13.3)...]"
WH_0724,66,49.41,52.79,50.45,58.65,6.84,61.1,349.8,"[(78.1,12.4),(19.2,27.7),(44.9,5.0),(6.8,42.5),(52.5,22.8)...]"
WH_0725,61,51.91,54.88,53.0,61.62,5.72,69.0,251.3,"[(68.6,7.4),(51.4,0.3),(32.4,32.4),(97.6,19.9),(29.4,4.0)...]"
WH_0726,64,49.11,51.02,50.14,58.29,3.91,55.8,279.1,"[(26.0,3.1),(12.3,37.3),(54.1,19.6),(96.4,26.4),(24.4,35.6)...]"
WH_0727,68,47.66,49.84,48.66,56.57,4.57,71.5,291.5,"[(70.7,8.7),(82.1,40.3),(57.6,30.7),(86.9,40.8),(63.9,46.9)...]"
WH_0728,57,48.38,49.35,49.4,57.43,2.0,63.5,302.3,"[(81.3,34.8),(91.9,16.0),(63.7,48.1),(51.9,3.0),(76.5,18.6)...]"
WH_0729,54,47.96,50.75,48.97,56.93,5.82,66.9,259.0,"[(24.8,29.0),(96.3,19.5),(47.2,13.6),(9.8,24.5),(99.8,42.4)...]"
WH_0730,66,53.56,55.19,54.69,63.58,3.05,60.1,347.4,"[(16.7,41.5),(23.7,39.0),(81.1,38.9),(54.7,42.4),(53.6,45.9)...]"
WH_0731,52,47.6,49.26,48.6,56.5,3.49,60.6,230.9,"[(99.9,12.8),(5.7,4.0),(72.8,0.7),(74.7,9.0),(79.0,6.0)...]"
WH_0732,68,45.82,48.76,46.78,54.39,6.42,62.2,314.0,"[(22.3,40.7),(89.1,49.1),(36.2,27.8),(80.6,24.1),(47.8,12.3)...]"
WH_0733,43,40.5,41.31,41.35,48.08,2.0,53.5,299.4,"[(0.0,23.2),(8.3,39.9),(54.2,11.5),(83.9,16.3),(53.3,26.3)...]"
WH_0734,76,59.48,64.55,60.73,70.6,8.53,63.6,243.7,"[(62.1,37.7),(61.5,31.9),(2.7,40.5),(69.7,2.1),(67.6,42.7)...]"
WH_0735,69,45.02,45.92,45.96,53.43,2.0,51.3,277.3,"[(39.2,34.9),(46.8,39.5),(74.5,47.0),(45.9,48.4),(31.4,48.2)...]"
WH_0736,67,56.65,60.06,57.84,67.24,6.02,61.2,334.7,"[(38.6,12.4),(73.3,42.3),(40.7,19.8),(95.5,44.3),(25.3,12.1)...]"
WH_0737,75,53.06,55.05,54.18,62.99,3.75,66.9,312.5,"[(69.4,43.6),(76.2,4.1),(78.7,43.5),(1.5,40.1),(83.8,34.4)...]"
WH_0738,83,52.53,54.87,53.63,62.35,4.47,55.2,293.3,"[(28.3,20.4),(26.1,21.7),(90.5,44.3),(18.9,20.3),(87.4,39.8)...]"
WH_0739,76,58.44,60.7,59.67,69.37,3.88,49.1,309.3,"[(24.9,30.8),(51.5,37.2),(47.8,34.2),(30.9,15.0),(43.4,6.3)...]"
WH_0740,42,37.5,40.19,38.29,44.52,7.15,55.7,224.5,"[(63.7,29.6),(26.4,11.8),(91.2,6.1),(35.8,23.4),(81.5,45.6)...]"
WH_0741,48,42.49,44.17,43.38,50.43,3.97,67.0,263.9,"[(25.6,15.5),(48.3,11.5),(79.6,24.9),(37.3,16.8),(29.5,14.8)...]"
WH_0742,56,46.61,50.2,47.59,55.32,7.72,66.5,334.9,"[(64.8,38.0),(9.4,32.5),(19.0,9.3),(47.1,31.0),(44.1,46.3)...]"
WH_0743,64,43.54,45.46,44.46,51.69,4.4,45.2,325.7,"[(84.9,8.4),(49.6,22.5),(57.9,46.4),(78.6,37.6),(57.9,19.3)...]"
WH_0744,70,53.95,58.5,55.08,64.04,8.43,52.2,273.6,"[(66.6,33.5),(7.7,9.5),(27.7,18.1),(6.8,27.7),(87.0,1.7)...]"
WH_0745,55,45.09,47.44,46.04,53.52,5.23,54.7,301.4,"[(24.1,35.2),(78.3,33.0),(27.5,12.5),(84.2,32.7),(73.6,23.1)...]"
WH_0746,66,53.35,57.49,54.47,63.32,7.77,53.5,258.1,"[(32.5,18.7),(62.6,40.6),(14.5,0.5),(22.5,15.5),(1.5,41.6)...]"
WH_0747,54,52.32,53.37,53.42,62.11,2.0,68.3,277.3,"[(30.5,0.8),(87.2,33.3),(51.3,4.2),(27.1,8.6),(79.8,9.9)...]"
WH_0748,56,44.34,46.45,45.27,52.63,4.75,52.6,297.5,"[(12.9,0.5),(52.2,48.2),(52.6,29.6),(22.9,29.6),(14.2,4.9)...]"
WH_0749,47,41.69,45.44,42.57,49.49,9.0,67.1,250.9,"[(19.4,15.2),(64.9,18.6),(8.9,28.8),(32.5,5.7),(11.6,34.9)...]"
WH_0750,52,42.19,43.34,43.07,50.08,2.73,52.1,247.2,"[(80.4,22.6),(83.0,30.6),(85.1,26.6),(94.2,17.9),(95.7,0.1)...]"
WH_0751,47,45.94,47.95,46.9,54.53,4.39,46.3,239.6,"[(6.7,2.6),(75.7,33.1),(31.5,13.4),(15.6,37.4),(60.4,44.6)...]"
WH_0752,52,45.01,46.59,45.96,53.43,3.5,50.8,290.0,"[(27.1,2.9),(58.6,40.8),(76.0,42.8),(10.8,42.5),(5.5,40.1)...]"
WH_0753,76,53.08,56.14,54.2,63.01,5.76,47.9,240.7,"[(3.6,7.3),(56.7,34.7),(48.9,48.8),(95.3,28.2),(32.0,8.5)...]"
WH_0754,52,51.12,54.28,52.2,60.68,6.17,56.6,234.1,"[(3.7,46.9),(3.5,13.9),(60.4,23.5),(7.7,5.0),(13.6,30.4)...]"
WH_0755,87,54.3,57.9,55.44,64.45,6.64,46.0,270.4,"[(76.7,19.3),(86.7,48.8),(92.9,20.4),(50.6,0.6),(40.4,40.1)...]"
WH_0756,69,52.57,55.4,53.67,62.4,5.4,51.1,270.3,"[(13.5,29.5),(90.9,28.2),(36.0,48.2),(21.3,16.0),(67.6,1.7)...]"
WH_0757,66,52.71,56.53,53.81,62.56,7.24,62.9,280.3,"[(5.0,10.3),(64.1,40.4),(88.7,3.4),(32.5,46.7),(80.5,46.5)...]"
WH_0758,53,47.73,49.18,48.73,56.66,3.04,50.3,332.6,"[(64.0,32.4),(84.0,49.0),(60.0,12.1),(56.9,32.1),(62.1,20.3)...]"
WH_0759,72,55.82,58.66,56.99,66.25,5.09,59.4,294.5,"[(52.0,37.5),(53.3,45.6),(93.1,32.4),(30.4,49.5),(61.9,26.3)...]"
WH_0760,57,47.21,50.1,48.2,56.04,6.12,65.3,329.4,"[(81.8,26.4),(4.3,14.9),(76.0,7.5),(17.2,1.3),(76.7,8.7)...]"
WH_0761,65,45.25,47.59,46.2,53.71,5.18,50.1,318.4,"[(28.9,1.4),(80.4,10.6),(49.2,10.3),(7.7,16.0),(29.7,46.2)...]"
WH_0762,87,57.29,59.81,58.49,68.0,4.39,62.0,226.8,"[(53.8,28.7),(21.7,11.0),(61.3,2.9),(1.1,46.0),(33.5,24.1)...]"
WH_0763,62,44.55,45.85,45.48,52.88,2.92,68.8,322.1,"[(98.0,28.0),(69.0,4.5),(72.2,8.4),(1.6,45.4),(7.9,49.6)...]"
WH_0764,77,51.96,54.96,53.05,61.68,5.78,63.0,341.8,"[(81.7,14.5),(35.2,3.0),(5.8,30.3),(7.6,37.8),(69.0,48.4)...]"
WH_0765,55,52.96,54.4,54.07,62.86,2.72,54.8,240.4,"[(71.4,9.8),(6.9,46.2),(37.6,17.2),(57.8,44.0),(67.3,1.3)...]"
WH_0766,63,47.42,50.37,48.42,56.29,6.21,56.2,291.5,"[(33.8,41.4),(56.1,1.7),(48.7,15.1),(87.4,11.5),(20.4,41.3)...]"
WH_0767,85,62.43,67.99,63.74,74.1,8.9,56.6,294.0,"[(51.0,23.6),(23.7,40.3),(90.4,45.3),(94.4,31.6),(23.7,46.6)...]"
WH_0768,56,42.94,44.69,43.84,50.97,4.09,52.2,338.5,"[(26.0,32.0),(57.4,23.1),(29.1,42.3),(28.0,9.1),(32.7,14.0)...]"
WH_0769,85,54.9,57.65,56.05,65.16,5.01,57.2,305.7,"[(59.3,7.1),(3.2,23.7),(80.3,46.1),(64.2,43.8),(74.3,4.3)...]"
WH_0770,72,49.0,52.76,50.03,58.17,7.67,59.6,289.0,"[(35.5,17.9),(0.4,38.6),(94.1,14.0),(71.1,3.7),(95.8,10.0)...]"
WH_0771,57,43.46,45.61,44.38,51.59,4.95,66.5,311.6,"[(65.6,42.8),(17.2,6.3),(64.1,45.5),(78.2,42.7),(17.6,29.4)...]"
WH_0772,71,58.25,59.61,59.47,69.14,2.34,71.5,234.6,"[(42.5,39.1),(12.4,46.4),(95.5,41.1),(33.7,36.0),(10.3,2.5)...]"
WH_0773,75,46.87,47.8,47.85,55.63,2.0,47.8,307.4,"[(26.5,13.5),(34.4,15.5),(53.8,4.6),(5.3,49.6),(27.6,33.4)...]"
WH_0774,71,45.34,47.17,46.29,53.81,4.05,65.9,288.5,"[(97.7,22.2),(30.5,25.9),(92.9,48.3),(0.3,10.9),(66.3,45.7)...]"
WH_0775,45,35.71,36.43,36.46,42.39,2.0,56.6,342.0,"[(94.5,26.7),(77.5,45.9),(40.1,10.2),(41.6,41.7),(0.6,17.0)...]"
WH_0776,55,39.58,41.15,40.41,46.98,3.96,57.1,225.2,"[(80.9,29.4),(20.2,16.8),(70.4,45.9),(58.0,32.4),(40.8,44.5)...]"
WH_0777,61,53.11,55.62,54.23,63.04,4.72,52.6,303.3,"[(48.8,35.4),(14.9,18.7),(0.9,45.5),(73.0,11.5),(70.5,23.4)...]"
WH_0778,63,48.16,50.14,49.17,57.16,4.11,68.2,255.1,"[(76.5,34.1),(34.5,7.4),(83.7,7.6),(55.2,25.1),(75.3,20.6)...]"
WH_0779,71,60.62,63.35,61.89,71.95,4.51,57.2,250.4,"[(11.5,4.5),(6.2,11.4),(9.8,0.2),(45.6,23.5),(59.5,18.5)...]"
WH_0780,66,50.48,55.03,51.54,59.92,9.0,54.9,266.2,"[(47.7,14.3),(73.3,39.0),(25.4,0.7),(84.5,11.0),(21.1,4.0)...]"
WH_0781,47,44.76,47.03,45.7,53.13,5.06,53.5,346.9,"[(86.0,43.8),(7.8,47.9),(92.6,20.1),(23.6,32.8),(48.8,15.2)...]"
WH_0782,68,51.81,56.47,52.9,61.5,9.0,55.3,261.5,"[(61.9,45.9),(88.7,46.4),(30.6,21.3),(75.5,35.7),(0.6,41.3)...]"
WH_0783,71,54.35,55.76,55.49,64.51,2.6,52.2,284.0,"[(32.1,35.4),(21.9,22.7),(21.0,46.6),(28.6,10.4),(97.2,47.7)...]"
WH_0784,70,56.69,60.48,57.88,67.29,6.69,60.0,253.5,"[(66.6,9.8),(90.0,21.2),(16.6,30.6),(16.7,23.2),(69.7,34.0)...]"
WH_0785,76,48.06,49.63,49.07,57.05,3.25,53.3,222.4,"[(78.7,32.0),(60.3,14.8),(95.5,42.1),(28.8,30.8),(97.3,2.5)...]"
WH_0786,74,57.43,62.59,58.63,68.16,9.0,58.5,311.3,"[(21.6,37.6),(20.6,2.8),(71.5,30.3),(25.9,30.0),(97.9,49.6)...]"
WH_0787,69,52.66,55.08,53.77,62.51,4.6,57.8,312.3,"[(53.6,9.7),(65.2,20.3),(75.2,7.5),(19.3,11.3),(34.2,5.3)...]"
WH_0788,63,55.92,59.9,57.1,66.38,7.11,68.4,252.3,"[(16.0,42.5),(13.0,0.2),(61.8,31.4),(18.3,43.6),(43.6,8.4)...]"
WH_0789,44,46.46,48.34,47.44,55.15,4.03,60.7,243.4,"[(32.9,32.3),(82.0,25.2),(97.2,42.5),(77.5,44.0),(5.2,16.7)...]"
WH_0790,69,47.86,50.71,48.87,56.81,5.94,60.3,338.1,"[(2.0,21.7),(14.3,0.3),(84.2,19.1),(74.4,38.9),(76.0,6.4)...]"
WH_0791,66,56.71,59.42,57.9,67.32,4.78,51.9,320.5,"[(22.4,15.3),(81.4,30.9),(79.3,49.9),(38.3,34.5),(3.8,16.9)...]"
WH_0792,67,57.6,58.76,58.81,68.38,2.0,60.9,320.8,"[(42.0,29.6),(42.8,7.0),(81.5,16.5),(73.0,43.1),(47.2,39.5)...]"
WH_0793,48,46.0,49.61,46.97,54.6,7.84,63.3,349.2,"[(71.9,40.3),(95.0,1.7),(69.0,21.5),(12.5,43.4),(20.2,1.8)...]"
